call_numero,codigo_postal,colonia_predio,Alcaldía
"Cl. PENSAMIENTO, 12 FRACC II",10000,LOMAS QUEBRADAS,Magdalena Contreras
Pensamiento 15,10000,Colonia Lomas Quebradas,Magdalena Contreras
"Cl. PENSAMIENTO, MZ.3 L-2",10000,LOMAS QUEBRADAS,Magdalena Contreras
PENSAMIENTO 3,10380,Lomas Quebradas,Magdalena Contreras
Pensamiento 10,10380,Barrios Sierra,Magdalena Contreras
"Cl. PALMAS, 51",10000,LOMAS QUEBRADAS,Magdalena Contreras
PALMA 23,10000,LOMAS QUEBRADAS,Magdalena Contreras
Palma 57,10000,Lomas Quebradas,Magdalena Contreras
Bugambilia 24,10380,Lomas Quebradas,Magdalena Contreras
Bugambilia 55,10000,Colonia Lomas Quebradas,Magdalena Contreras
Bugambilia 53,10380,Lomas Quebradas,Magdalena Contreras
Margaritas 12,10380,Barrios Sierra,Magdalena Contreras
"Cl. BUGAMBILIA, 36",10000,LOMAS QUEBRADAS,Magdalena Contreras
Bugambilias 34,10380,Barrios Sierra,Magdalena Contreras
Bugambilia 72,10380,Secc. Lomas Quebradas,Magdalena Contreras
Palma 41,10380,Lomas Quebradas,Magdalena Contreras
Palma 41,10380,Lomas Quebradas,Magdalena Contreras
Palma 41,10380,Lomas Quebradas,Magdalena Contreras
Palmas No 27,10380,Lomas Quebradas,Magdalena Contreras
ALCATRAZ NO 3,10380,LOMAS QUEBRADAS,Magdalena Contreras
Alcatraz Zona. 55 Mza.4 Lt.7,10380,Lomas Quebradas,Magdalena Contreras
Alcatraz 7,10380,Barrios Sierra,Magdalena Contreras
Margarita 14,10380,Lomas Quebradas,Magdalena Contreras
Margaritas 42,10380,Lomas Quebradas,Magdalena Contreras
Violeta 56,10610,Lomas Quebradas,Magdalena Contreras
Violeta 54,10610,Del Toro,Magdalena Contreras
"Cl. VIOLETA, 52",10610,EL TORO,Magdalena Contreras
Violeta 50,10610,El Toro,Magdalena Contreras
Violeta 46,10610,Del Toro,Magdalena Contreras
Palmera de Azucar 62,10610,El Rosal,Magdalena Contreras
Violeta 42,10610,El Toro,Magdalena Contreras
Violeta 40,10610,El Toro,Magdalena Contreras
Camelia 38,10610,El Toro,Magdalena Contreras
Camelia 19,10610,El Toro,Magdalena Contreras
Azalea No. 9,10610,Lomas Quebradas,Magdalena Contreras
Azalea 142 Bis Depto. 1,10610,El Rosal,Magdalena Contreras
Azalea 142 Bis Depto. 4,10610,El Rosal,Magdalena Contreras
Azalea 142 Bis Depto. 2,10610,El Rosal,Magdalena Contreras
Azalea 142 Bis Cto. de Servicio del Depto. 3,10610,El Rosal,Magdalena Contreras
Azalea 142 Depto. 5,10610,Lomas Quebradas,Magdalena Contreras
Azalea 142 Bis Depto. 3,10610,El Rosal,Magdalena Contreras
Azalea 144,10610,El Toro,Magdalena Contreras
"Cl. AZALEA, 13",10610,EL TORO,Magdalena Contreras
AZALEA 15,10610,EL TORO,Magdalena Contreras
Azalea 7,10610,El Toro,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-101",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-001",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-002",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-102",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-003",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-201",10610,EL TORO,Magdalena Contreras
"Cl. AZALEA, 152 Dpto. A-202",10610,EL TORO,Magdalena Contreras
VIOLETA 138,10610,EL TORO,Magdalena Contreras
AZALEA     31,10610,EL TORO,Magdalena Contreras
VIOLETA 44,10610,EL TORO,Magdalena Contreras
Violeta 56,10600,El Toro,Magdalena Contreras
DALIA 21,10610,EL TORO,Magdalena Contreras
"Cl. GERANIO, 33",10610,EL TORO,Magdalena Contreras
GERANIO 47,10610,El Toro,Magdalena Contreras
Geranio 51 Mza. 6 Lt. 7 Z 55,10610,El Toro,Magdalena Contreras
Azucena Mza. 6 Lt. 29,10610,El Toro,Magdalena Contreras
AZUCENA MZA 6 LT 30 ZONA 55,10610,EL TORO,Magdalena Contreras
Azucena Zona 55 Mza. 6 Lt. 6,10610,El Toro,Magdalena Contreras
Geranio 33,10610,El Toro,Magdalena Contreras
Azucena 44,10610,El Toro,Magdalena Contreras
Azucena 25,10610,El Toro,Magdalena Contreras
Azucena 34,10610,El Toro,Magdalena Contreras
"Cl. AZUCENA, 32",10610,EL TORO,Magdalena Contreras
Azucena 294,10610,El Toro,Magdalena Contreras
Azucena 299,10610,El Toro,Magdalena Contreras
Azucena 24,10610,El Toro,Magdalena Contreras
Azucena 300 Mza. 6 Lt. 15 Zona 55,10610,El Toro,Magdalena Contreras
"Cda. DALIA, 5",10610,EL TORO,Magdalena Contreras
Azucena 297,10610,El Toro,Magdalena Contreras
"Cl. LIRIO, 5",10610,EL TORO,Magdalena Contreras
DALIA 5 MZA 6 LT 20,10610,EL TORO,Magdalena Contreras
"Cl. DALIA, 34",10610,EL TORO,Magdalena Contreras
Geranio Mza.6 Lt. 4,10610,El Toro,Magdalena Contreras
Dalia 1,10610,El Toro,Magdalena Contreras
Dalia 9,10610,El Toro,Magdalena Contreras
Geranio Mz. 6-a Lt. 41,10610,El Toro,Magdalena Contreras
Cda de Dalia Mz 6 Lt 24,10610,El Toro,Magdalena Contreras
Cda.alto Lucero 21,10200,San Jeronimo,Magdalena Contreras
Geranio 231,10610,El Toro,Magdalena Contreras
Cda. de Dalia Mz. 6 Lt. 26,10610,El Toro,Magdalena Contreras
Palmas 11,10600,El Rosal,Magdalena Contreras
Palmas 9,10600,El Rosal,Magdalena Contreras
Coquillo 11,10600,El Rosal,Magdalena Contreras
Coquillo 2,10600,El Rosal,Magdalena Contreras
"Cl. COQUILLO, 19",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 11",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 07",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 04",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 02",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 01",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 06",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 05",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 03",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 10",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 08",10600,EL ROSAL,Magdalena Contreras
"Cl. PALMERA DE AZUCAR, 106 Dpto. 09",10600,EL ROSAL,Magdalena Contreras
Palmera de Azucar 86,10600,El Rosal,Magdalena Contreras
Cuitlahuac No 87,10600,El Rosal,Magdalena Contreras
Cuitlahuac 12,10600,El Rosal,Magdalena Contreras
Coquito 5 Bis,10600,El Rosal,Magdalena Contreras
COQUITO 16,10600,EL ROSAL,Magdalena Contreras
Coquito 12,10600,El Rosal,Magdalena Contreras
Moctezuma 15,10600,El Rosal,Magdalena Contreras
Subida San Bernabe 86,10600,El Rosal,Magdalena Contreras
Subida San Bernabe 544,10600,El Rosal,Magdalena Contreras
SUBIDA A SAN BERNABE 80,10600,EL ROSAL,Magdalena Contreras
Cuauhtemoc 3,10600,El Rosal,Magdalena Contreras
Cuauhtemoc 5 Mza.7 Lt.7,10600,El Rosal,Magdalena Contreras
MOCTEZUMA 12,10600,El Rosal,Magdalena Contreras
Moctezuma 10,10600,El Rosal,Magdalena Contreras
Palmera de Mosto 8,10600,El Rosal,Magdalena Contreras
CJON MOCTEZUMA 13,10600,EL ROSAL,Magdalena Contreras
Subida San Bernabe 88,10600,El Rosal,Magdalena Contreras
Palmera de Mosto Mz. 34 Lt. 23,10600,El Rosal,Magdalena Contreras
Subida a San Bernabe 12 Mza. 10 Lt. 15,10600,El Rosal,Magdalena Contreras
"Cl. SUBIDA A SAN BERNABE, 44",10600,EL ROSAL,Magdalena Contreras
"Cl. SUBIDA A SAN BERNABE, 48",10600,EL ROSAL,Magdalena Contreras
San Bernabe 20,10600,EL ROSAL,Magdalena Contreras
"Cl. PALMILLA, 6",10600,EL ROSAL,Magdalena Contreras
Palmilla 6,10600,El Rosal,Magdalena Contreras
Cuauhtemoc 15,10600,El Rosal,Magdalena Contreras
Palmilla 15,10600,El Rosal,Magdalena Contreras
Cuauhtemoc 15,10600,El Rosal,Magdalena Contreras
SUBIDA A SAN BERNABE L-13,10600,El Rosal,Magdalena Contreras
Palmilla 11 Mza. 10 Lt. 16,10600,El Rosal,Magdalena Contreras
PALMILLA 13,10600,EL ROSAL,Magdalena Contreras
Cuauhtemoc 13,10600,El Rosal,Magdalena Contreras
SUBIDA A SAN BERNABE L-9,10600,El Rosal,Magdalena Contreras
SUBIDA A SAN BERNABE MZ 10 LT 8,10600,EL ROSAL,Magdalena Contreras
SUBIDA A SAN BERNABE MZ 10 LT 8 A,10600,EL ROSAL,Magdalena Contreras
Pino Sin Numero,10640,La Carbonera,Magdalena Contreras
3a. Cda. de San Jeronimo,10640,Pueblo Nuevo Alto,Magdalena Contreras
Cont.san Jeronimo 45-a,10640,Pueblo Nuevo,Magdalena Contreras
CERRADA POPOCATEPETL S N,10640,Pueblo Nuevo,Magdalena Contreras
3A CDA SAN JERONIMO L-12,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
3 Cda San Jeronimo 10,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
CDA 3 SAN JERONIMO 8,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
3a Cerrada San Jeronimo Lt 3 Mz 112,10640,Po Nuevo Alto,Magdalena Contreras
3A CDA SAN JERONIMO L-2,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
3A CDA SAN JERONIMO 1,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Potrerillo Lt 5 Mz 112,10640,Ampl Potrerillo,Magdalena Contreras
Av. San Jeronimo 43,10640,Pueblo Nuevo Alto,Magdalena Contreras
Cda Popocatepetl 45,10640,Pueblo Nuevo,Magdalena Contreras
Potrerillo Lt 10 Mz 112,10640,Ampl Potrerillo,Magdalena Contreras
San Jeronimo 45 B,10640,Pueblo Nvo,Magdalena Contreras
Cda Popocatepetl,10640,Pueblo Nuevo,Magdalena Contreras
CDA 4 SAN JERONIMO L-3,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
5TA CDA SAN JERONIMO     14,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
5TA CDA SAN JERONIMO     15,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Popocatepetl 15,10640,Pueblo Nuevo Alto,Magdalena Contreras
GUAMUCHIL 77,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal de la India 1 Mz 13 Lt 27,10640,Po Nuevo Alto,Magdalena Contreras
Nogal de la India NO. 19,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
"Cl. NOGAL DE LA INDIA, 5",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal de la India 18,10640,Pbo Nuevo,Magdalena Contreras
Fresno 9,10640,Pueblo Nuevo,Magdalena Contreras
Av San Jeronimo 2208,10640,Pueblo Nuevo Alto,Magdalena Contreras
AVENIDA SAN JERONIMO 2206,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
AV SAN JERONIMO 34,10640,Pueblo Nuevo Alto,Magdalena Contreras
Av.sn.jeronimo 32,10640,Pbl.el Alto,Magdalena Contreras
Av. San Jeronimo 30,10640,Pueblo Nuevo,Magdalena Contreras
"Cl. NOGAL, 12",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
NOGAL 10,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal 36,10640,Pueblo Nuevo Alto,Magdalena Contreras
Huyatla 29,10640,Pueblo Nuevo,Magdalena Contreras
"Cl. NOGAL, 12",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
NOGAL DE LA INDIA     16,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal de la India Mz 13 Lt 27-A,10640,Pueblo Nuevo,Magdalena Contreras
Nogal de la India Mz 13 Lt 28,10640,Pueblo Nuevo,Magdalena Contreras
Calle Nogal 38,10640,Pueblo Nuevo,Magdalena Contreras
Nogal 17 Mza. 13 Lt. 20,10640,Pueblo Nuevo Alto,Magdalena Contreras
HUAYATLA S/N,10640,PBO NUEVO ALTO,Magdalena Contreras
HUAYATLA S/N,10640,PBO NUEVO ALTO,Magdalena Contreras
"Cl. NOGAL, 36",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. HUAYATLA, 37",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal No. 46,10640,Pueblo Nuevo Alto,Magdalena Contreras
CERRADA  NOGAL  3,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
CERRADA NOGAL 5,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
CDA NOGAL MZA 13 LT 15-C,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
CERRADA NOGAL 8,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
NOGAL 42,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Calvario 1,10640,Pueblo Nuevo,Magdalena Contreras
"Cl. CALVARIO, 24",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Huayatla 11,10640,Magdalena Contreras,Magdalena Contreras
Cuesta de la Cruz Reynaco,10810,Pueblo Nuevo,Magdalena Contreras
MEMETLA 12,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, MZ-151 LT-6",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Capulin Mza.151 Lt.7,10640,Pueblo Nuevo Alto,Magdalena Contreras
"Cl. CAPULIN, MZ-151 LT-8",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Priv.el Capulin Mz.151 Lt.9,10640,Pueblo Nuevo Alto,Magdalena Contreras
"Cl. CAPULIN, MZ-151 LT-10",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Priv.el Capulin Mz.151 Lt. 11 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
PRIVADA CAPULIN 22,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv.el Capulin Mz.151 Lt.14 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
CAPULIN 61,10640,PO NUEVO ALTO,Magdalena Contreras
Capulin Zona 155 Mz. 151 Lt. 16,10640,Pueblo Nuevo,Magdalena Contreras
Priv.el Capulin Mz.151 Lt.17 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Capulin Mz.151 Lt.18,10640,Pueblo Nuevo,Magdalena Contreras
Priv Capulin Mz 151 Lt 19,10640,Pueblo Nuevo,Magdalena Contreras
Priv. El Capulin Mz.151 Lt.120 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
"Cl. CAPULIN, MZ-151 LT-21",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, MZ-151 LT-22",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CALVARIO, MZ-151 LT-23",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Capulin Mza 151 Lt 3,10640,Pueblo Nuevo,Magdalena Contreras
Priv.el Capulin Mz.151 Lt.4 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv.el Capulin Mz.151 Lt.5 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv. El Capulin Mz 151 Lt 2 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
CAPULIN M-151 L-12,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
CANTERA S N LT 12 MZ 150 ZONA 155,10640,Ex Ejido la Magdalena Contreras,Magdalena Contreras
PRIV CAPULIN L-15,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Capulin Lt 7 Mz 150,10640,Pueblo Nuevo,Magdalena Contreras
Cerrada del Tanque Mz. 140 Lt. 4-a,10640,Pueblo Nuevo El Alto,Magdalena Contreras
"Cl. HUAYATLA MEMETLA, 124",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Buenavista 218,10640,LA CARBONERA,Magdalena Contreras
Av Buenavista 47,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista  Lt. 45 Mz. 18,10640,Pueblo Nuevo,Magdalena Contreras
BUENAVISTA 43,10640,LA CARBONERA,Magdalena Contreras
Carbonera 2,10620,Amp. Potrerillo,Magdalena Contreras
Buenavista 47,01620,Amp. Potrerillo,Magdalena Contreras
Carbonera Mza. 18 Lt. 11,10640,Carbonera,Magdalena Contreras
BUENAVISTA MZ18-L-11A,10640,LA CARBONERA,Magdalena Contreras
CARBONERA MZ 18 LT 14,10640,LA CARBONERA,Magdalena Contreras
LA CARBONERA MZA 18 LT 15 ZONA 55,10640,LA CARBONERA,Magdalena Contreras
BUENAVISTA 239,10640,LA CARBONERA,Magdalena Contreras
2DA PRIV BUENAVISTA MZ-18 LT-7,10640,LA CARBONERA,Magdalena Contreras
2DA PRIV BUENAVISTA MZ 18 LT 7-A,10640,Pueblo Nuevo Alto,Magdalena Contreras
AYLE     2,10640,LA CARBONERA,Magdalena Contreras
2da. Priv. Buenavista Mz. 18 Lt. 11,10690,La Carbonera,Magdalena Contreras
PRIV BUENAVISTA 6,10640,La Carbonera,Magdalena Contreras
2da. Priv. Buenavista Mz. 18 Lt. 13 Int.,10640,La Carbonera,Magdalena Contreras
2da. Privada Buenavista Mz. 18 Lt. 9 Int,10640,La Carbonera,Magdalena Contreras
2da. Priv. Buenavista Mz. 18 Lt. 10 Int.,10640,La Carbonera,Magdalena Contreras
BUENAVISTA MZ18L-45-A,10640,LA CARBONERA,Magdalena Contreras
Topozan Lt 8,10640,La Carbonera,Magdalena Contreras
Memetla 5,10640,Pbo Nuevo,Magdalena Contreras
MEMETLA MZA 152 LT 5,10640,Pueblo Nuevo Alto,Magdalena Contreras
"Cl. HUAYATLA MEMETLA, MZ-152 LT-6",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. HUAYATLA MEMETLA, 23",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
MEMETLA 25,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
MEMETLA 27,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. HUAYATLA MEMETLA, MZ-152 LT-10",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
PRIVADA CAPULIN 43,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, MZ-152 FRACC 7",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
PRIV CAPULIN MZ 152 LT 13,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
PRIV CAPULIN MZ 152 LT 14,10640,Pueblo Nuevo Alto,Magdalena Contreras
PRIV CAPULIN MZ 152 LT 15,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, 63",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, 65 Casa 2",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, 65 Casa 3",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. CAPULIN, 65 Casa 1",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Priv.el Capulin Mz.152 Lt.18 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Privada Capulin Mz 152 Lt.19 Fraccion B,10640,Pueblo Nuevo Alto,Magdalena Contreras
Privada Capulin 79,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Memetla Mza. 152 Lt. 2,10640,Pueblo Nuevo Alto,Magdalena Contreras
Memetla Mza. 152 Lt. 3,10640,Pueblo Nuevo Alto,Magdalena Contreras
MEMETLA 7,10640,Pueblo Nuevo Alto,Magdalena Contreras
PRIVADA CAPULIN MZ 152 LT 19 FRACCION A,10640,Pueblo Nuevo Alto,Magdalena Contreras
PRIV CAPULIN S/N,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Priv.el Capulin Mz.150 Lt.2 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv. Capulin Mz 150 Lt 3,10640,Pueblo Nvo. Alto,Magdalena Contreras
PRIV CAPULIN MZ 150 LT 4,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Priv.el Capulin Mz.150 Lt.5 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv.el Capulin Mz.150 Lt.6,10640,Pueblo Nuevo Alto,Magdalena Contreras
Priv.el Capulin Mz.150 Lt.9,10640,Pueblo Nuevo Alto,Magdalena Contreras
Cantera Mz. 150 Lt. 10 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Cantera Mz. 150 Lt. 11 S/n,10640,Pueblo Nuevo Alto,Magdalena Contreras
Calvario 52,10640,Pueblo Nuevo Alto,Magdalena Contreras
PRIV CAPULIN L-8,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Av Buenavista 26,10910,La Magdalena Contreras,Magdalena Contreras
Buenavista 28,10640,La Carbonera,Magdalena Contreras
Buenavista 30,10910,Magdalena Contreras,Magdalena Contreras
"Avd. BUENAVISTA, 32",10910,PUEBLO LA MAGDALENA,Magdalena Contreras
Buenavista 36,10910,Magdalena Contreras,Magdalena Contreras
Guadalupe 33,10910,La Magdalena Contreras,Magdalena Contreras
Buenavista 32,10910,San Nicolas Totolapan,Magdalena Contreras
Buenavista 32,10910,Magdalena Contreras,Magdalena Contreras
Guadalupe 34,10910,PUEBLO LA MAGDALENA,Magdalena Contreras
BUENAVISTA 36,10910,La Magdalena Contreras,Magdalena Contreras
Guadalupe 30,10640,Pueblo Nuevo Alto,Magdalena Contreras
"Cl. GUADALUPE, 33",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Guadalupe 37,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista 37,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista 29,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista 29 a,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista 314,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Carbonera 111,10640,Pueblo Nuevo,Magdalena Contreras
Buenavista 33,10640,Pueblo Nuevo,Magdalena Contreras
"Cl. NOGAL DE CASTILLA, 38",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Memetla 6,10640,Pueblo Nuevo,Magdalena Contreras
Memetla 8,10640,Pueblo Nuevo,Magdalena Contreras
Memetla 4,10640,Pueblo Nuevo,Magdalena Contreras
Reynaco 9,10640,Pueblo Nuevo,Magdalena Contreras
Reynaco 9,10640,Pueblo Nuevo Contreras,Magdalena Contreras
Renaco 15,01240,Pueblo Nuevo,Magdalena Contreras
Reynaco 14,10640,Pueblo Nuevo,Magdalena Contreras
Reynaco 12,10640,Pueblo Nuevo,Magdalena Contreras
Reynaco 4,10640,Pueblo Nuevo,Magdalena Contreras
Reynaco No. 20,10640,Pueblo Nuevo Alto,Magdalena Contreras
Reynaco 6,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
"Cl. REYNACO, 35",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
"Cl. REYNACO, 2",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal de Castilla Lt 04 Mz 2,10640,Pueblo Nuevo,Magdalena Contreras
NOGAL DE CASTILLA M-2 L-5,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Nogal de Castilla Nï¿½m. 22,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
CDA  A NOGAL DE CASTILLA 8,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
Calle Nogal de Astilla 14,10640,Pbo Nuevo,Magdalena Contreras
"Cl. NOGAL DE CASTILLA, 23",10640,PUEBLO NUEVO ALTO,Magdalena Contreras
CJON DE JUAREZ S N,10640,Pueblo Nuevo,Magdalena Contreras
CJON DE JUAREZ S N,10640,Pueblo Nuevo,Magdalena Contreras
Reinaco 14,10640,Pueblo Nuevo,Magdalena Contreras
Reinaco 14,10640,Pueblo Nuevo,Magdalena Contreras
Nogal de Castilla 17,10640,Pueblo Nuevo Alto,Magdalena Contreras
NOGAL DE CASTILLA 9,10640,Colonia Pueblo Nuevo Alto,Magdalena Contreras
Benito Juarez 8 Cjon,10640,Pueblo Nuevo,Magdalena Contreras
BENITO JUAREZ S N CJON,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Depto 2,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Depto 1,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Depto 3,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Casa,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Depto 5,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 20 Depto 4,10640,Pueblo Nuevo,Magdalena Contreras
Guadalupe 59,10640,Po Nuevo Alto,Magdalena Contreras
BENITO JUAREZ S N CJON,10640,Pueblo Nuevo,Magdalena Contreras
NOGAL DE COSTILLA L13,10640,PUEBLO NUEVO ALTO,Magdalena Contreras
Juarez 12,10640,Pueblo Nuevo,Magdalena Contreras
Priv Nogal de Castilla 4,10640,Pueblo Nuevo Alto,Magdalena Contreras
