call_numero,codigo_postal,colonia_predio,Alcaldía
Nayarit Norte 20,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 15,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 15,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 17,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 16,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 15,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 12,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte S/n Esq.tabasco P.,12000,Bo.sta Martha,Milpa Alta
Tabasco Poniente 25,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco Poniente 25,12000,Sta Martha Milpa Alta,Milpa Alta
TABASCO PONIENTE S N CJON,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco Poniente Num 16,12000,Barrio Santa Martha,Milpa Alta
TABASCO PONIENTE S N CJON,12000,Sta Martha Milpa Alta,Milpa Alta
TABASCO PONIENTE S N CJON,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco Poniente 19,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco Poniente 21,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco Poniente 23,12000,Sta Martha Milpa Alta,Milpa Alta
Tabasco 23,12000,Sta Martha Milpa Alta,Milpa Alta
Tlaxcala Norte No.34-b,12000,Bo.sta Martha,Milpa Alta
Tlaxcala Norte,12000,Bo. Santa Martha,Milpa Alta
Tlaxcala Norte 23,12000,Sta Martha Milpa Alta,Milpa Alta
Tlaxcala Nte. 81,12000,Villa Milpa Alta,Milpa Alta
Puebla Poniente 14,12000,Sta Martha Milpa Alta,Milpa Alta
Puebla Poniente 16,12000,Sta Martha Milpa Alta,Milpa Alta
Puebla Poniente 20,12000,Sta Martha Milpa Alta,Milpa Alta
Puebla Poniente 22,12000,Sta Martha Milpa Alta,Milpa Alta
Puebla Pte 20,12000,Sta Martha,Milpa Alta
Puebla Poniente No.11,12000,Bo.sta Martha,Milpa Alta
Puebla Poniente 11,12000,Sta Martha Milpa Alta,Milpa Alta
Av Puebla Ote 18,12000,Bo Sta Martha,Milpa Alta
AV TLAXCALA NORTE S N,12000,Bo Santa Martha,Milpa Alta
AV TLAXCALA NORTE S N PREDIO INTERIOR,12000,Bo Santa Martha,Milpa Alta
TLAXCALA NORTE 63,12000,BARRIO STA MARTHA,Milpa Alta
Nayarit Norte 38,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte Num. 36,12000,Bo. Santa Martha Milpa Alta,Milpa Alta
Nayarit Norte 36,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 34,12000,Sta Martha Milpa Alta,Milpa Alta
Nayarit Norte 32,12000,Sta Martha Milpa Alta,Milpa Alta
NAYARIT NORTE S N,12000,Sta Martha Milpa Alta,Milpa Alta
NAYARIT NORTE S N,12000,Sta Martha Milpa Alta,Milpa Alta
Sinaloa Norte S/n a Media Maz.,12000,Bo.sta Martha,Milpa Alta
Av.durango Pte.s/n a Media Maz.,12000,Bo.sta Martha,Milpa Alta
Puebla Pte. 73 Prov.,12000,Bo. Sta. Martha,Milpa Alta
Nuevo Leon S/n,12000,Milpa Alta,Milpa Alta
Nayarit Norte 46,12000,Milpa Alta,Milpa Alta
Nayarit 42,12000,Milpa Alta,Milpa Alta
Ave Nayarit 44,12000,Bo Sta Martha Milpa Alta,Milpa Alta
AV NAYARIT NTE 46A,12000,Bo Sta Martha,Milpa Alta
ANTIGUO CAMINO REAL AXOCHIMILCO S N,12000,San Salvadorcu,Milpa Alta
Av. Sinaloa Nte. Esq.nuevo Leon.,12000,Bo.sta Martha,Milpa Alta
Av.sinaloa Nte.no.14,12000,Bo.sta Martha,Milpa Alta
Calle Sinaloa S/n,12000,Milpa Alta,Milpa Alta
Calle Sinaloa 10,12000,Milpa Alta,Milpa Alta
Calle Sinaloa 9,12000,Milpa Alta,Milpa Alta
Calle Sinaloa 6,12000,Milpa Alta,Milpa Alta
Calle Sinaloa 4,12000,Milpa Alta,Milpa Alta
Sinaloa 2,12000,Barrio Sta Martha,Milpa Alta
Av. Tlaxcala Nte. No.25,12000,Bo.sta Martha,Milpa Alta
Calle Tlaxcala 10,12000,Milpa Alta,Milpa Alta
"Cl. TLAXCALA NTE, 123",12000,BARRIO SANTA MARTHA,Milpa Alta
Av.tlaxcala Nte. No. 127,12000,Bo.sta Martha,Milpa Alta
"Cl. TLAXCALA NTE, 123-B",12000,BARRIO SANTA MARTHA,Milpa Alta
TLAXCALA NORTE 129,12000,Bo Sta Martha,Milpa Alta
Tlaxcala Norte 117,12000,Bo. Milpa Alta,Milpa Alta
Cjon Iturbide 3,12100,San Antonio Tecomitl,Milpa Alta
Cjon Iturbide No.5,12100,Pbo.san Antonio Tecomitl,Milpa Alta
Fray Pedro de Gante 130,12100,San Antonio Tecomitl,Milpa Alta
Fray Pedro de Gante 10,12100,San Antonio Tecomitl,Milpa Alta
Cjon. Iturbide 21,12100,San Antonio Tecomitl,Milpa Alta
Iturbide 7 Cjon,12100,San Antonio Tecomitl,Milpa Alta
ALLENDE S N,12100,San Antonio Tecomitl,Milpa Alta
Cjon.fray Pedro de Gante No. 8,12100,Bo.cruztitla San Antonio Tecomitl,Milpa Alta
Sinaloa Norte 1,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Norte 5,12000,San Mateo Milpa Alta,Milpa Alta
SINALOA NTE. NUM. 22 OFC.,12000,VILLA MILPA ALTA  SAN MATEO,Milpa Alta
Sinaloa Norte 7,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 25,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 27,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 27 Bis,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 97,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 31,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 33,12000,San Mateo Milpa Alta,Milpa Alta
Av Jalisco Poniente Num 107,12000,Villa Milpa Alta,Milpa Alta
Jalisco Poniente 37,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 39,12000,San Mateo Milpa Alta,Milpa Alta
Av.tlaxcala Nte. Esq.michoacan Pte.,12000,Bo.sta.martha,Milpa Alta
TLAXCALA NORTE 1,12000,Barrio Santa Martha,Milpa Alta
AV MICHOACAN PONIENTE 14,12000,BO STA MARTHA,Milpa Alta
JALISCO PONIENTE S N,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 15,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 71,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 12,12000,San Mateomilpa Alta,Milpa Alta
Sinaloa Sur 26,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 26 a,12000,San Mateo Milpa Alta,Milpa Alta
Guanaguato S/n Esq Sinaloa,12000,San Mateo,Milpa Alta
AV SINALOA SUR 25,12000,BO SAN MATEO,Milpa Alta
Guanajuato Poniente 27,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 27,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Pte 25 Bo,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 27,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 29,12000,San Mateo Milpa Altal,Milpa Alta
Tlaxcala Sur 10,12000,San Mateo Milpa Alta,Milpa Alta
Tlaxcala Sur 10,12000,San Mateo Milpa Alta,Milpa Alta
Tlaxcala Sur 8,12000,San Mateo Milpa Alta,Milpa Alta
Tlaxcala Sur 6,12000,San Mateo,Milpa Alta
Tlaxcala Sur 4,12000,San Mateo Milpa Alta,Milpa Alta
Tlaxcala Sur 20,12000,San Mateo Milpa Alta,Milpa Alta
Av. Jalisco Pte. No. 20,12000,Bo. San Mateo.,Milpa Alta
Jalisco Poniente 34 a,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 34,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 32,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 30,12000,San Mateo Milpa Alta,Milpa Alta
JALISCO PONIENTE S N,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 30,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco 26,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa 12,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato 25,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 24,12000,San Mateo Milpa Alta,Milpa Alta
Sinaloa Sur 17,12000,San Mateo Milpa Alta,Milpa Alta
Av Sinaloa Sur No.33,12000,Bo. San Mateo,Milpa Alta
Colima Poniente 25,12000,San Mateo Milpa Alta,Milpa Alta
Colima Poniente 27,12000,San Mateo Milpa Alta,Milpa Alta
Colima Pte 29 Bo,12000,San Mateo Milpa Alta,Milpa Alta
"Avd. COLIMA PTE, 31",12000,BARRIO SAN MATEO,Milpa Alta
AV TLAXCALA SUR 14,12000,BO SAN MATEO,Milpa Alta
Guanajuato Poniente 38,12000,San Mateo Milpa Alta,Milpa Alta
AV GUANAJUATO PTE. 36,12000,Barrio San Mateo,Milpa Alta
Guanajuato  Pte. 98,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 30,12000,San Mateo Milpa Alta,Milpa Alta
Guanajuato Poniente 30,12000,San Mateo Milpa Alta,Milpa Alta
Av. Tlaxcala Sur 44,12000,Villa Milpa Alta,Milpa Alta
Av Colima Poniente 29bis,12000,Bo San Mateo,Milpa Alta
Gonzalezco 27,04040,Coyoacan,Milpa Alta
Avenida Colima 24 Bis,12000,San Mateo,Milpa Alta
AV SINALOA SUR S N,12000,San Mateo,Milpa Alta
BUENAVISTA 42,12000,Bo San Mateo,Milpa Alta
BUENAVISTA 43,12000,Bo San Mateo,Milpa Alta
BUENAVISTA 45,12000,Bo San Mateo,Milpa Alta
Buenavista 125,12000,Bo. San Mateo,Milpa Alta
BUENAVISTA 48P,12000,Bo San Mateo,Milpa Alta
Prolongacion Buenavista 52,12000,San Mateo,Milpa Alta
Prol. Buenavista Esq. Colima Sur S/n.,12000,Bo. San Mateo,Milpa Alta
Colima Sur.No.38,12000,Barr.San Mateo,Milpa Alta
Colima No. 37,12000,Bo. San Mateo,Milpa Alta
Buenavista 145,12000,Bo San Mateo,Milpa Alta
AV COLIMA SUR 36,12000,Bo San Mateo,Milpa Alta
Colima Sur No.15,12000,Bo. San Mateo,Milpa Alta
Colima 430,12000,San Mateo,Milpa Alta
Av Colima Sur 134,12000,Bo San Mateo,Milpa Alta
Colima 30,12000,San Mateo,Milpa Alta
Av Colima Sur 130,12000,Bo San Mateo,Milpa Alta
Avenida Colima 28,12000,San Mateo,Milpa Alta
Avenida Colima Sur S/n Casi Esq. Tlax.,12000,Bo.san Mateo,Milpa Alta
Colima No. 128-a,12000,Bo. San Mateo,Milpa Alta
Cda. Tlaxcala Sur No. 63,12000,Bo. San Mateo,Milpa Alta
Tlaxcala 22,12000,San Mateo,Milpa Alta
Avenida Tlaxcala Sur 18,12000,San Mateo,Milpa Alta
Avenida Colima 26,12000,San Mateo,Milpa Alta
Av. Colima Piniente 24,12000,Bo. San Mateo,Milpa Alta
Av. Colima No. 112,12000,Bario San Mateo,Milpa Alta
AV. COLIMA PTE. NUM. 142,12000,BO. SAN MATEO,Milpa Alta
Colima Pte. 34,12000,San Mateo,Milpa Alta
Cjon.jalisco No.2,12000,Bo.san Mateo,Milpa Alta
"Avd. TLAXCALA SUR, 68",12000,BARRIO SAN MATEO,Milpa Alta
Av.tlaxcala Sur 25,12000,Bo.san Mateo Milpa Alta,Milpa Alta
Cjon Guanaguato Pte S/n Esq Cjon Jalisco,12000,Bo.san Mateo.,Milpa Alta
GUANAJUATO PONIENTE S N,12000,San Mateo Milpa Alta,Milpa Alta
Cjon.jalisco No.28,12000,Bo.san Mateo,Milpa Alta
Av.tlaxcala.23,12000,Bo.san Mateo,Milpa Alta
PARAJE DENOMINADO CALVARIOHTLIPA,12000,SAN MATEO MILPA ALTA,Milpa Alta
Calle Tlaxcala S/n,12000,Bo. San Mateo,Milpa Alta
Tlaxcala S/n,12000,San Mateo Milpa Alta,Milpa Alta
Tlaxcala 38,12000,Bo. San Mateo,Milpa Alta
Ave Jalisco 43b,12000,San Mateo Milpa Alta,Milpa Alta
Ave Jalisco 45,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco 143,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Pte 47,12000,San Mateo Milpa Alta,Milpa Alta
Ave Jalisco No 49,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco Poniente 51,12000,San Mateo Milpa Alta,Milpa Alta
Jalisco 155,12000,San Mateo Milpa Alta,Milpa Alta
Ave Jalisco Pte.no.53,12000,Bo. Sta.martha,Milpa Alta
Prol.tabasco Pte.no.164,12000,Bo.sta. Martha,Milpa Alta
Tabasco S/n,12000,San Mateo Milpa Alta,Milpa Alta
Calle Tabasco S/n,12000,San Mateo Milpa Alta,Milpa Alta
AV TABASCO PONIENTE 162,12000,BO STA MARTHA,Milpa Alta
AV TABASCO PONIENTE 122,12000,BO STA MARTHA,Milpa Alta
Tabasco S/n,12000,Bo. San Mateo,Milpa Alta
Prol.tabasco Pte.no.19,12000,Bo. Sta.martha,Milpa Alta
AV JALISCO PTE 45,12000,Bo Sta Martha,Milpa Alta
PROLONGACION TABASCO ORIENTE S N,12000,San Mateo,Milpa Alta
Av Tabasco Poniente 113,12000,Bo Sta Martha,Milpa Alta
Av.jalisco Pte.no.145,12000,Bo.sta.martha,Milpa Alta
AV JALISCO PTE 53,12000,Bo Sta Martha,Milpa Alta
AV JALISCO PTE 51 A,12000,Bo Sta Martha,Milpa Alta
Av. Jalisco 51-b,12000,Bo. Sta. Martha,Milpa Alta
AV TABASCO PONIENTE 19-A,12000,Bo Sta Martha,Milpa Alta
Tlaxcala Nte.136,12000,Sta.martha,Milpa Alta
"Cl. TLAXCALA NTE, 126",12000,BARRIO SANTA MARTHA,Milpa Alta
Angel Zimbron 7,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza 7,12400,San Pablo Oztotepec,Milpa Alta
Av.taxcala Nte.no.24-a,12000,Bo.sta. Matha,Milpa Alta
Calle Tlaxcala S/n,12000,San Mateo Milpa Alta,Milpa Alta
Av. Tlaxcala Nte. No.100,12000,Bo.Sta. Martha,Milpa Alta
Camino Real a Sanpedro 8 D Prov,12400,San Pablo Oztotepec,Milpa Alta
Ave Puebla No.105,12000,Bo.sta Martha,Milpa Alta
Av. Puebla No.105-a,12000,Bo.sta.martha,Milpa Alta
Puebla S/n,12000,Santa Martha,Milpa Alta
Ave Puebla I.,12000,San Mateo Milpa Alta,Milpa Alta
Ni@os Heroes 15,12400,San Pablo Aztotepec,Milpa Alta
Ni@os Heroes 3,12400,San Pablo Aztotepec,Milpa Alta
Ni@os Heroes Lt 19 Mz 86,12400,San Pablo Aztotepc,Milpa Alta
Tlaxcala Norte 22,12000,Bo Sta Martha,Milpa Alta
Tlaxcala Nte 24 P,12000,Bo Sta Martha,Milpa Alta
Av. Puebla 109,12000,Bo. Sta. Martha,Milpa Alta
Prol Puebla 105,12000,Bo Sta Martha,Milpa Alta
Puebla Poniente 135,12000,Barrio Sta Martha,Milpa Alta
Puebla Pte. 101,12000,Sta Martha,Milpa Alta
Terreno Tetepetzinco,12000,Bo.Santa Martha Milpa Alta,Milpa Alta
"Blvd. NUEVO LEON PTE, 174",12000,BARRIO SANTA MARTHA,Milpa Alta
Terreno Denominado Tlalatlaco,12000,Bo. Santa Martha,Milpa Alta
Av. Puebla Pte. Num.153,12000,Bo. Santa Martha,Milpa Alta
Terreno Denominado Tlalatlaco,12000,Bo. Santa Martha,Milpa Alta
Cjon Mateo Reyna 3 Prov,12400,San Pablo Oztotepec,Milpa Alta
Cjon Mateo Reyna 3 Prov,12400,San Pablo Oztotepec,Milpa Alta
Jose Mateo Reyna S/n,12400,San Pablo Oztotepec,Milpa Alta
Cjon Mateo Reyna 2 Prov,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron 8 Bis,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron No.6,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron 51,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron 53,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron S/n y Cjon.heroes,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron 58 Prov,12400,San Pablo Oztotepec,Milpa Alta
Cjon Lucero Lt 16 Mz 87,12400,Bo San Juan,Milpa Alta
Angel Zimbron Lt 17 Mz 87,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron Lt 18 Mz 87,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron Lt 19 Mz 87,12400,San Pablo Oztotepec,Milpa Alta
Cjon Lucero 12,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron 56 Prov,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron Lt 31 Mz 87,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron S/n,12400,BO SAN JUAN,Milpa Alta
Angel Zimbron S/n,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron S/n,12400,San Pablo Oztotepec,Milpa Alta
Angel Zimbron S/n,12400,BO SAN JUAN,Milpa Alta
Abasolo S/n,12400,Sn Pablo Oztotepec,Milpa Alta
Cjon Abasolo S/n,12400,San Pablo Oztotepec,Milpa Alta
Calle Abasolo S/n,12400,Bo San Miguel San Pablo Oztotepec,Milpa Alta
CALLEJON ABASOLO NTE. 27,12400,Bo San Miguel San Pablo Oztotepec,Milpa Alta
Morelos 33,12400,San Pablo Oztotepec,Milpa Alta
Morelos 35,12400,San Pablo Oztotepec,Milpa Alta
Calle Morelos 35,12400,Sn Pablo Oztotepec,Milpa Alta
Calle Morelos 37,12400,Sn Pablo Oztotepec,Milpa Alta
Morelos 37,12400,Sn Pablo Oztotepec,Milpa Alta
Cjon Morelos 41,12400,San Pablo Oztotepec,Milpa Alta
Morelos Num 119,12400,San Pablo Oztotepec,Milpa Alta
Morelos 31,12400,San Pablo Oztotepec,Milpa Alta
Morelos 119,12400,San Pablo Oztotepec,Milpa Alta
Pro. Matamoros S/n.,12400,San Pablo Oztotepec,Milpa Alta
Morelos No.114,12400,San Pablo Oztotepec,Milpa Alta
Gurrero 5,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza 7,12400,San Pablo Oztotepec,Milpa Alta
Callej. Gurrero 1,12400,Sn Pablo Oztotepec,Milpa Alta
Cjn Guerrero 10,12400,San Pablo Oztotepec,Milpa Alta
Calle Ignacio Zaragoza 7,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza 9,12400,San Pablo Oztotepec,Milpa Alta
Callej. Zaragoza 1,12400,San Pablo Oztotepec,Milpa Alta
Cjn Zaragoza 3,12400,San Pablo Oztotepec,Milpa Alta
Cjon de Zaragoza 5,12400,San Pablo Oztotepec,Milpa Alta
Colima Poniente 36,12400,San Mateo Milpa Alta,Milpa Alta
Ignacio Zaragoza 11,12400,San Pablo Oztotepec,Milpa Alta
Jazmin Lt 16 Mz 168,12400,San Pablo Oztotepec,Milpa Alta
Av Guerrero S/n Esq.popocatepetl.,12400,San Pablo Oztotepec.,Milpa Alta
Av Guerrero 7,12400,San Pablo Oztotepec,Milpa Alta
Av Guerrero No.74,12400,San Pablo Oztotepec,Milpa Alta
Av Guerrero 5,12400,Barrio Centro,Milpa Alta
Guerrero 7-B,12400,Barrio Centro,Milpa Alta
Cjon. Guerrero 10,12400,Barrio Centro,Milpa Alta
Guerrero 7,12400,San Pablo Oztotepec,Milpa Alta
Gurrero 7,12400,San Pablo Oztotepec,Milpa Alta
Gurrero 7,12400,San Pablo Oztotepec,Milpa Alta
Guerrero 2,12400,San Pablo Oztotepec,Milpa Alta
Popocatepetl No 2-a,12400,San Pablo Oztotepec,Milpa Alta
Popocatepetl No. 8,12400,San Pablo Oztotepec,Milpa Alta
Popocatepetl Num. 30 Ofc.,12400,Pueblo San Pablo Oztotepec,Milpa Alta
Prolog Guerrero Num 1,12400,Bo Centro,Milpa Alta
Prol.guerrero No L-3,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza  72,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza 68,12400,San Pablo Oztotepec,Milpa Alta
Zaragoza 3,12400,San Pablo Oztotepec,Milpa Alta
Calle Ignacio Zaragoza 3,12400,Barrio Centro,Milpa Alta
Zaragoza 5,12400,San Pablo Oztotepec,Milpa Alta
Calle Ignacio Zaragoza 7-A,12400,Barrio Centro,Milpa Alta
Guerrero 8,12400,San Pablo Oztotepec,Milpa Alta
Guerrero 8,12400,Barrio Centro,Milpa Alta
Guerrero 8,12400,San Pablo Oztotepec,Milpa Alta
Cjon Guerrero 77,12400,Bo Centro San Pablo Oztotepec,Milpa Alta
Guerrero 87 Sn,12400,Po.san Pablo Oztotepec,Milpa Alta
Av.guerrero No 2,12400,San Pablo Oztotepec,Milpa Alta
GUERRERO S/N,12400,BO CENTRO,Milpa Alta
Cjon.zaragoza.no.2,12400,Pblo.san Pablo Oztotepec.,Milpa Alta
Guerrero 8,12400,San Pablo Oztotepec,Milpa Alta
Quintil Villanueva 6,12100,San Antonio Tecomitl,Milpa Alta
Narciso Mendoza 4,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 6,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 5,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 9,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 4,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 1 Frente Al 3,12100,Bo Tecaxtitla,Milpa Alta
Prol Aldama 64 a,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 64,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 60 a,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 60,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 56,12100,San Antonio Tecomitl,Milpa Alta
Prol Aldama 54,12100,San Antonio Tecomitl,Milpa Alta
1a Cda.zazapotla No. 14,12100,San Antonio Tecomitl,Milpa Alta
Prol. Aldama 8,12100,San Antonio Tecomitl,Milpa Alta
Zazapotla 2,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicariono.26 Esq.zazapotla,12100,San Antonio Tecomitl,Milpa Alta
Zazapotla 1,12100,Bo Tecaxtitla,Milpa Alta
Zazapotla No.2,12100,San Antonio Tecomitl,Milpa Alta
Prolongacion Narcizo Mendoza 52,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza 52 a,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza 9,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 20,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 22,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario   24,12100,San Antonio Tecomitl,Milpa Alta
CJON NARCISO MENDOZA S N MZ 95 PREDIO 28,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza 6,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 20,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 14,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 6,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 8,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 38,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 32,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva Mz 95 Lote 36,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza 59,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza Mz 95 Lote 38,12100,San Antonio Tecomitl,Milpa Alta
Cjon Narciso Mendoza 56,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 24,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 6 a,12100,San Antonio Tecomitl,Milpa Alta
Narciso Mendoza 60,12100,Bo Tecaxtitla,Milpa Alta
Cjon. Narciso Mendoza Num.44,12100,San Antonio Tecomitl,Milpa Alta
Aldama Sn Mz 95 Predior 45,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 6,12100,Bo Tecaxtitla,Milpa Alta
Cda Aldama 3,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 3 a,12100,San Antonio Tecomitl,Milpa Alta
Zazapotla 7,12100,San Antonio Tecomitl,Milpa Alta
Leona Vicario 18,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 6 a,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 6,12100,San Antonio Tecomitl,Milpa Alta
Cda Aldama 3,12100,Bo Tecaxtitla,Milpa Alta
Cerrada de Aldama 3,12100,San Antonio Tecomitl,Milpa Alta
Cerrada de Aldama 17,12100,San Antonio Tecomitl,Milpa Alta
Prolongacion Aldama 64,12100,San Antonio Tecomitl,Milpa Alta
Prolongacion Aldama 68,12100,San Antonio Tecomitl,Milpa Alta
CJON FRANCISCO VILLA S/N,12100,BO TECAXTITLA,Milpa Alta
Prolongacion Aldama N0. 48,12100,San Antonio Tecomitl,Milpa Alta
Prol.aldama S/n,12100,San Antonio Tecomitl,Milpa Alta
Prolongacion Aldama 42,12100,San Antonio Tecomitl,Milpa Alta
Zazapotla 9,12100,San Antonio Tecomitl,Milpa Alta
1a.cda.zazapotla 11,12100,San Antonio Tecomitl,Milpa Alta
1a.cda.zazapotla S/n.,12100,San Antonio Tecomitl,Milpa Alta
CJON FRANCISCO VILLA S/N,12100,BO TECAXTITLA,Milpa Alta
Zazapotla 17,12100,San Antonio Tecomitl,Milpa Alta
Zazapotla 7,12100,San Antonio Tecomitl,Milpa Alta
Cda.aldama S/n Al Lado del 17,12100,San Antonio Tecomitl,Milpa Alta
Cjon. Narciso Mendoza S/n.,12100,San Antonio Tecomitl,Milpa Alta
Callejon Narciso Mendoza S/n,12100,San Antonio Tecomitl,Milpa Alta
CJON NARCISO MENDOZA 57,12100,Bo Tecaxtitla,Milpa Alta
QUINTIL VILLANUEVA S N,12100,San Antonio Tecomitl,Milpa Alta
Quintil Villanueva 6 a,12100,San Antonio Tecomitl,Milpa Alta
Prolongacion Aldama 4,12100,San Antonio Tecomitl,Milpa Alta
Cjon. Narciso Mendoza s/n,12100,Barrio Tecaxtitla,Milpa Alta
Prol. de Aldama Num. 6,12100,Bo. Tecaxtitla San Antonio Tecomitl,Milpa Alta
Priv. Narciso Mendoza No. 53,12100,San Antonio Tecomitl,Milpa Alta
"Cl. QUINTIL VILLANUEVA, 24",12100,BARRIO TECAXTITLA,Milpa Alta
"PREDIO DENOMINADO ""ANGEL SIMBRON""",12400,BO SAN JUAN SAN PABLO OZTOTEPEC,Milpa Alta
Lucero S/n,12400,San Pablo Oztotepec,Milpa Alta
Lucero 9,12400,Barrio San Juan,Milpa Alta
Lucero 8,12400,Barrio San Juan,Milpa Alta
Lucero 7,12400,Barrio San Juan,Milpa Alta
Lucero 6,12400,Barrio San Juan,Milpa Alta
Lucero 5 Bo,12400,San Juan Oztotepec,Milpa Alta
NI OS HEROES S/N,12400,Barrio San Juan,Milpa Alta
Angel Zimbron S/N,12400,Barrio San Juan,Milpa Alta
Angel Zimbron 58 Prov.,12400,Barrio San Juan,Milpa Alta
NI@OS HEROES LT 29 MZ 87,12400,SAN PABLO OZTOTEPEC,Milpa Alta
